id,dep_delayed_15min
0,0.07036094838364616
1,0.08248895383135975
2,0.0736837519289098
3,0.2313241910974301
4,0.2056037209491246
5,0.09526720137640868
6,0.08092737870085408
7,0.21476748234505483
8,0.13510987910992153
9,0.2587027432478801
10,0.2956527851123814
11,0.2349813853547826
12,0.10596761183323265
13,0.25783332083480115
14,0.09167261162979339
15,0.22916667092332793
16,0.09185154381314023
17,0.2865510976489986
18,0.3563884133850827
19,0.06490410152405068
20,0.13451930520846048
21,0.07034717159706853
22,0.2557004086020182
23,0.17005479999997483
24,0.3113173493872781
25,0.2845207074753133
26,0.06949103606728202
27,0.07443316152670494
28,0.37232448199981727
29,0.19506593288319485
30,0.1356529106030615
31,0.23312342240327313
32,0.07214446821792603
33,0.29231476225900455
34,0.32424933766210856
35,0.26130241431964846
36,0.20977221646584462
37,0.18716871678559518
38,0.11585843126905032
39,0.2534602837726174
40,0.15491459443663802
41,0.3111591742646372
42,0.21323251956221612
43,0.29525490631961293
44,0.16741261217045778
45,0.22798606922551512
46,0.06140996701493129
47,0.11940097429399753
48,0.3227014673980216
49,0.13696696041550607
50,0.3243331229000037
51,0.08338071335088809
52,0.16426002086330072
53,0.3130188049740866
54,0.37555977978008026
55,0.09549256034696761
56,0.18522270611050914
57,0.32012595095430396
58,0.10100682396549432
59,0.3575548708026984
60,0.10721768715899027
61,0.1083975741077702
62,0.17283585533419565
63,0.23203089085393258
64,0.18373601157111263
65,0.1519853675840203
66,0.07111759773599181
67,0.13243307879605362
68,0.11879471450318814
69,0.14973171376240285
70,0.07160803676038983
71,0.19390790717775258
72,0.25926570397971477
73,0.1631631111821544
74,0.43928365004336145
75,0.29566212904600164
76,0.10224164578188476
77,0.13327088895344405
78,0.10157310933182986
79,0.23005630467555482
80,0.19282523789803932
81,0.19141238695696638
82,0.09191664822663907
83,0.13193918988522654
84,0.11412120011927449
85,0.06998343259647093
86,0.0924235946212201
87,0.2387862685445947
88,0.16419582862791837
89,0.152155653865319
90,0.20779030532123055
91,0.17380750844939968
92,0.11864324471561931
93,0.12259716868868326
94,0.17381130754566232
95,0.13761386530324243
96,0.2664625417973551
97,0.04311894518952875
98,0.1923114660794172
99,0.26540362837638815
100,0.14864647705174486
101,0.20969128291730257
102,0.08106267435716952
103,0.2403761281136519
104,0.063111460157524
105,0.10372707513392664
106,0.2167410179838141
107,0.09311384144065013
108,0.11800570498746105
109,0.25815346832950037
110,0.259410546545233
111,0.19214812123136216
112,0.37878921344959215
113,0.07232662845983735
114,0.09430326507474829
115,0.13520847974946115
116,0.1303133306225563
117,0.37695040910559446
118,0.09105758776382775
119,0.15051156652387754
120,0.31975779940347254
121,0.23915229323077553
122,0.29566083126719694
123,0.23498765902948388
124,0.237516979074281
125,0.082146578809433
126,0.09406486451546933
127,0.07224630383273505
128,0.09536218592600805
129,0.41257697025203144
130,0.37239206154818605
131,0.13820056474346448
132,0.07319617691633189
133,0.11520543749047653
134,0.07082952216018575
135,0.35719140663698695
136,0.3449679643122299
137,0.19496662374438153
138,0.0739919245070931
139,0.09014851586393277
140,0.214951412143169
141,0.14789847970684136
142,0.2063414998261909
143,0.34743426488806745
144,0.1332053960512614
145,0.35093505445035217
146,0.1839564623556795
147,0.2815207418650263
148,0.10513972699023512
149,0.372906287650447
150,0.31464500112669574
151,0.2897412954603104
152,0.10667461093176656
153,0.16326967401186798
154,0.24254001428114047
155,0.1349142816278755
156,0.2597479694256162
157,0.1735028188119892
158,0.26889895239799433
159,0.0718130178406247
160,0.09323319192934856
161,0.2869550868168755
162,0.4153715603830928
163,0.12217863653407413
164,0.13258290913515722
165,0.10468883177187131
166,0.12214361754427934
167,0.061803901608512415
168,0.2297939595089406
169,0.34650307157576804
170,0.16561723394550437
171,0.15350723161246782
172,0.1702525754497912
173,0.26023201650941946
174,0.3174946991450492
175,0.28754699706767456
176,0.13217058570049012
177,0.0716973101043243
178,0.29169774201968457
179,0.1945414869807966
180,0.07213055501629527
181,0.13118645604847123
182,0.2927880011783804
183,0.41112715481451
184,0.21127748895670553
185,0.2367314289385578
186,0.2885889112137398
187,0.3253799228407553
188,0.18707923178914407
189,0.3110379613215487
190,0.3533333435401907
191,0.18446903314860558
192,0.18412281363159866
193,0.11805757546586124
194,0.23399537941828888
195,0.15321467389889004
196,0.1036470333574355
197,0.10691293525573818
198,0.2106823597667801
199,0.3108225183102062
200,0.13417988618860716
201,0.29684085880252153
202,0.3263018717053273
203,0.07198547759848652
204,0.06902248947939657
205,0.20809880248152665
206,0.3838524576569724
207,0.06548835462851679
208,0.18480050404861062
209,0.16681543395295859
210,0.07152937791407284
211,0.08212759763947777
212,0.26504079670987624
