Id,SalePrice
1461,112271.88009115856
1462,163483.93689398846
1463,181707.1394478548
1464,196711.98709536463
1465,200740.0911701218
1466,179387.54709760248
1467,180378.12254087097
1468,169440.90882630087
1469,202336.13129563112
1470,116138.94465724802
1471,203888.37098780976
1472,96698.336923925
1473,96723.81691234982
1474,149537.09392737353
1475,110933.79567311154
1476,367416.3768072389
1477,250020.32186994725
1478,290519.8925994475
1479,292900.1994672935
1480,449459.33556308283
1481,313606.14202535525
1482,205018.34922267066
1483,175095.87177238843
1484,169369.65651160164
1485,174041.91444360156
1486,193899.87403024267
1487,347313.2694451544
1488,224926.72132564455
1489,197368.55247513962
1490,230384.63347029669
1491,193260.47421430366
1492,90641.80251476457
1493,189102.71756307947
1494,290576.62292510254
1495,288756.3659508565
1496,243645.63348723523
1497,163230.05964438495
1498,150695.85918058135
1499,165158.6288298012
1500,153320.83614359747
1501,187468.2197657452
1502,141787.31023075065
1503,326392.66538295185
1504,243943.77075360453
1505,226384.67420232197
1506,195626.99594885798
1507,250603.8150217599
1508,193681.78886211745
1509,155787.21938174445
1510,146373.87231860292
1511,147935.62268238934
1512,174870.95545554947
1513,154241.06318641873
1514,150024.74373938903
1515,214501.47739475506
1516,164609.43542331897
1517,180703.94002536204
1518,115847.36282312527
1519,218898.59871658566
1520,128530.26908801471
1521,128197.63581437634
1522,179743.1864517949
1523,109775.12392950736
1524,116740.6177895224
1525,120926.14656034019
1526,112220.83629975976
1527,95422.68770986525
1528,136053.02702690478
1529,147897.04707430588
1530,198597.86551090732
1531,115923.44604699133
1532,99701.938968314
1533,151436.7778905766
1534,126790.0046885908
1535,141400.3994571043
1536,108691.4804284969
1537,51602.69877141931
1538,173431.67154406713
1539,188796.6933255699
1540,107406.80168287468
1541,136562.44330327184
1542,139549.118192784
1543,194785.6669356739
1544,80972.4530741441
1545,113513.84532924312
1546,111313.58975389937
1547,124720.954323605
1548,134861.03988003405
1549,108613.60913539925
1550,127687.38333018642
1551,114649.74418959634
1552,142644.22336770096
1553,158991.68781160808
1554,120182.60118176327
1555,149965.55536495263
1556,88080.77918052804
1557,106870.52494442851
1558,101552.7130435147
1559,79164.10844693489
1560,136787.0935750538
1561,109807.91731884822
1562,127094.6099409096
1563,122320.70859639435
1564,155077.50899585205
1565,148726.8079252057
1566,247169.2503113946
1567,70686.21070941194
1568,219507.75545658387
1569,108044.8159422818
1570,136965.53254208365
1571,117891.47758211101
1572,140222.24028556942
1573,259949.32610057373
1574,129935.79678291311
1575,203926.8140278741
1576,267578.9189333973
1577,183425.80050252017
1578,148316.02395415746
1579,151081.12623552504
1580,193764.39057679902
1581,162676.83613083907
1582,122051.13982249307
1583,320648.05058905703
1584,225883.23902240256
1585,138977.89841754927
1586,65060.347811814194
1587,95312.40418797627
1588,152706.3004721659
1589,106662.19931395705
1590,132135.85597179545
1591,93848.81984710423
1592,119542.89713493283
1593,115702.0062659056
1594,144632.06140171844
1595,96874.14180267553
1596,228607.2878283952
1597,194057.89436192185
1598,208688.1675791173
1599,179797.96990560356
1600,166540.4237831429
1601,68046.43888756935
1602,113929.62244873663
1603,93319.78994423158
1604,279478.15230841027
1605,251767.0852162078
1606,182101.12377797277
1607,169065.43834860937
1608,210003.33350631283
1609,183943.0449479382
1610,143940.69649928942
1611,134821.8998417803
1612,179855.98199316044
1613,165244.55398781673
1614,133942.80956423003
1615,98906.19106604866
1616,80371.59812025283
1617,93594.48140313232
1618,122713.480174629
1619,135713.1626869577
1620,166523.09394550035
1621,142048.40343380344
1622,139682.75792416206
1623,281539.5416054957
1624,217436.5659940549
1625,121598.69674379702
1626,173649.84475974544
1627,193497.48721260665
1628,276854.7175046842
1629,173389.8533057968
1630,367848.509481497
1631,224241.07573029667
1632,240375.72272236223
1633,160225.21524289524
1634,190826.47227589364
1635,176599.69644435952
1636,151098.08452622726
1637,207134.18413904688
1638,196227.37450374148
1639,194401.60189742903
1640,245644.80753523647
1641,187927.3597854569
1642,233910.71235820852
1643,212433.10570758407
1644,215223.61407883296
1645,192074.60456028362
1646,159298.14531999623
1647,159892.24312149198
1648,127626.40064935174
1649,131932.22758203954
1650,110442.21506319358
1651,119179.29316640086
1652,103142.06004338563
1653,103810.43845630827
1654,142949.48738895092
1655,132378.75495972927
1656,142407.21618725633
1657,137559.0246134049
1658,140090.13191628174
1659,123038.24929395405
1660,167237.29877031318
1661,434629.5969310928
1662,376652.3544098876
1663,363737.42376208387
1664,518643.24139595195
1665,315784.65392040985
1666,328584.0206214477
1667,340252.0388447945
1668,338011.19473128975
1669,308557.51858016435
1670,343270.9756830487
1671,236723.36138738293
1672,418416.9972562294
1673,288470.4887576352
1674,244293.27397815604
1675,194437.2401199376
1676,201160.49494563727
1677,221238.63719287282
1678,420511.5176244596
1679,387295.44078200404
1680,325038.6554772558
1681,250769.23891212046
1682,310950.28252070467
1683,189074.38015267687
1684,168693.47987002073
1685,171508.51572408146
1686,163182.0550380545
1687,157758.09838098616
1688,189447.81138640578
1689,195550.8271314401
1690,197766.50784891093
1691,183885.62084261474
1692,261675.21492515583
1693,157842.05538387422
1694,185268.52570428798
1695,154768.13594460156
1696,264479.0075834126
1697,161985.48609881225
1698,339557.4748189456
1699,320181.54721051233
1700,250720.66683601384
1701,256719.68524533312
1702,239561.77951894555
1703,237834.04967766217
1704,274068.17290195636
1705,236374.3104751298
1706,406597.56735018233
1707,223925.4033021082
1708,212729.29138109827
1709,273346.31458335987
1710,211590.761150604
1711,269144.01446242107
1712,257043.2891756181
1713,278529.2323835753
1714,214167.29224444894
1715,197832.88718802866
1716,190598.9439304282
1717,165150.05422961706
1718,138626.335674358
1719,209450.2066945378
1720,234344.2851115169
1721,176302.58686897747
1722,129617.2610485844
1723,158951.68662526616
1724,213737.5473455728
1725,229717.4266948927
1726,180195.81432682465
1727,151087.94543259835
1728,169304.34144764536
1729,163041.9887218783
1730,150085.84897765808
1731,131813.27315171878
1732,162004.58340963713
1733,116862.82139786155
1734,119550.10698763374
1735,124414.01880036108
1736,96809.04477078072
1737,353818.8617418931
1738,249763.0604691576
1739,265193.5720690741
1740,208033.8460292195
1741,190050.4896403528
1742,173100.44480328218
1743,178172.75902770265
1744,308820.48679150746
1745,223500.4645943472
1746,187307.1073486066
1747,219216.77362372066
1748,241362.0888708463
1749,148930.7821554978
1750,133596.7761261986
1751,245188.93548456402
1752,115609.64199206833
1753,156789.29724469982
1754,211869.82671880384
1755,186578.36505931366
1756,137612.47472623296
1757,116299.68511164302
1758,137489.69815308438
1759,163400.67473912676
1760,158562.44906216994
1761,156197.3101689431
1762,178911.99296885874
1763,176878.97789701348
1764,111072.39138768186
1765,178620.24271515483
1766,188021.91167796316
1767,220052.89944748947
1768,136768.26192602896
1769,176936.92573561106
1770,153124.2114525015
1771,124065.26440953065
1772,130019.25568240286
1773,139807.04660167513
1774,138044.1154456576
1775,136918.66092340308
1776,121075.7521501102
1777,110845.9388931614
1778,146513.7240141806
1779,100923.42136742215
1780,170759.10131263244
1781,125767.4595911547
1782,91930.6550654086
1783,148757.36822426788
1784,110207.69784395109
1785,137301.93007626283
1786,140480.23815080454
1787,165931.80813618161
1788,74310.2396611323
1789,97268.97289904371
1790,72314.06993660345
1791,206498.42245398305
1792,164959.99473931085
1793,132004.87636535394
1794,161239.44843832098
1795,131328.16339552813
1796,121571.65328348725
1797,122647.56900047488
1798,120931.94670493717
1799,114906.6537347859
1800,126878.31575055612
1801,133224.67924305983
1802,128829.23389196681
1803,157184.97070137275
1804,138648.06279470283
1805,137196.6463396828
1806,135785.41575312748
1807,141923.7845078815
1808,121135.67281562602
1809,123629.61848461785
1810,137123.5961082897
1811,95942.09575351194
1812,106425.57251495917
1813,122746.98006713836
1814,87351.89750507296
1815,58115.1804844758
1816,97862.13880228165
1817,103319.40019135794
1818,146757.51474360205
1819,142286.83256603702
1820,68024.59609153081
1821,118494.5137529461
1822,148068.80957081556
1823,52711.789074718254
1824,139501.30308995096
1825,134452.61685192632
1826,95063.48005510676
1827,98508.44225824827
1828,124506.68699153379
1829,112695.64830771003
1830,155466.0218676091
1831,154605.533192582
1832,78648.99439727835
1833,139479.04126921514
1834,114105.88924337318
1835,122473.71645749103
1836,135845.3045508494
1837,92577.74599897093
1838,111786.27992263484
1839,99242.33434115254
1840,159444.96732154133
1841,154984.93350737612
1842,95680.940277312
1843,135855.87068265336
1844,130334.43622576461
1845,136630.67845829175
1846,143302.84211737677
1847,166469.8587170661
1848,54287.37127397084
1849,104873.79449410544
1850,112241.08032338391
1851,150768.76583042645
1852,113309.90041473988
1853,119527.9449130275
1854,170066.69408172855
1855,148261.41040029854
1856,230185.9392282106
1857,143424.4941587143
1858,129457.34225693463
1859,110531.43409171789
1860,128800.63604389007
1861,109663.5704576048
1862,279761.55431318295
1863,266673.08659040125
1864,266731.89222271723
1865,362211.4412113465
1866,341588.01299087424
1867,248450.33180477688
1868,270253.7689214674
1869,202065.65688928746
1870,232073.2034295387
1871,264235.5028790055
1872,173047.83111825137
1873,233501.7546025627
1874,147822.9520256838
1875,197078.46924183986
1876,200926.49744123797
1877,212993.97481444836
1878,218987.2082107978
1879,128852.89098842524
1880,135815.09646309295
1881,249364.49174559995
1882,242554.21660219753
1883,184254.5046337648
1884,198761.58375406044
1885,245078.40155143346
1886,278255.9604096104
1887,214004.20752091132
1888,265581.6146433462
1889,165239.9058365913
1890,136597.76692258642
1891,137450.50504672062
1892,92362.58853285469
1893,122586.63144121306
1894,124027.87495581553
1895,134407.51461275946
1896,121111.87275729924
1897,121440.33791477047
1898,120235.53995388345
1899,153450.99130851548
1900,168896.65265281752
1901,167219.39315660181
1902,150376.95208186255
1903,212047.57785697418
1904,148449.78237013557
1905,198969.5823093719
1906,164818.04080525838
1907,196884.93580740853
1908,107854.70858453005
1909,127375.03650477837
1910,116651.67361468807
1911,209014.61545821896
1912,315033.11984667764
1913,167392.46829870692
1914,80112.08869816727
1915,326158.97280734853
1916,62580.6351920171
1917,241855.54370382536
1918,140952.49623363
1919,183867.55986615378
1920,158108.53275913876
1921,376737.55887883273
1922,320527.2399766841
1923,225514.94081696862
1924,245176.7728317108
1925,203756.4149661988
1926,375215.0464948257
1927,127750.53817482432
1928,156771.40428492197
1929,129913.09399337496
1930,122163.26261301557
1931,150492.06092427394
1932,141470.0608784301
1933,197198.08257185842
1934,187091.42972001035
1935,169324.1502717306
1936,196106.4047945414
1937,184547.78138294752
1938,171747.63022004536
1939,262481.78379212786
1940,200743.6731955864
1941,177761.56162728457
1942,182731.71581012706
1943,219854.06560171916
1944,345751.5819165682
1945,372734.3296831227
1946,150204.31612485275
1947,311375.4109195317
1948,199383.52838267933
1949,246464.10598574247
1950,190326.34607920988
1951,260928.63701297482
1952,228619.98403855215
1953,184611.53516156223
1954,189517.31290924794
1955,134735.75828525564
1956,338250.7836904357
1957,157301.19714386098
1958,298552.426980149
1959,130828.49301995826
1960,107697.00814420334
1961,118752.08921929341
1962,110472.27386745473
1963,105879.65689966345
1964,109754.35307899781
1965,138921.61067265994
1966,137581.4887307438
1967,293899.67369343224
1968,401556.8137559416
1969,344174.01055925793
1970,393139.2399135936
1971,451758.1343980967
1972,377981.09906361526
1973,252174.09342987486
1974,329246.4279941112
1975,387692.85741678765
1976,280505.4145728097
1977,378011.7375202994
1978,353941.2163588833
1979,315451.8976506924
1980,194080.15081263357
1981,362617.8462825632
1982,216678.1146714628
1983,192493.510030545
1984,171986.31275023683
1985,231799.8965335684
1986,220119.173899389
1987,187423.6963770955
1988,181388.13170060492
1989,190854.4722337915
1990,208985.64497373806
1991,236334.18175400124
1992,232213.30663702046
1993,162152.4572604966
1994,228768.9759898844
1995,190241.98375414245
1996,238433.9510160316
1997,317025.4651757089
1998,321603.12591895123
1999,271751.8842347525
2000,308950.78247313923
2001,271707.1997482289
2002,249279.022159092
2003,248989.1545338223
2004,282075.0787988121
2005,226958.4878601922
2006,229096.6111012363
2007,243504.91205147502
2008,216403.35182070272
2009,191291.7138610469
2010,196096.59044549754
2011,135556.9635545812
2012,166322.86721999818
2013,169875.1860218898
2014,181898.28879318197
2015,196640.7824531229
2016,191338.24949385255
2017,189720.21978449373
2018,128201.99555298893
2019,125547.45263960471
2020,107693.94499551307
2021,100002.77536379316
2022,210318.4740427283
2023,135834.87919523835
2024,247403.02063367504
2025,354892.52997008164
2026,168679.82327061094
2027,165133.5726590091
2028,150603.7045051357
2029,170892.15443745605
2030,264660.49151487765
2031,247667.5046097468
2032,263978.6497827077
2033,254113.60391388918
2034,171054.91546338392
2035,230435.59508958572
2036,210154.8241804407
2037,216939.95502391848
2038,291914.1972392037
2039,225026.60998654278
2040,329600.23435300763
2041,280046.25299996964
2042,205483.6814799235
2043,172552.70721268893
2044,196647.57569805483
2045,211286.7487036368
2046,129085.9803376636
2047,141209.5230174268
2048,135215.21914766592
2049,136593.94204029907
2050,174447.9294152093
2051,92532.14419439094
2052,125774.1448084042
2053,140224.0105479857
2054,90847.3547499983
2055,153987.9527970565
2056,162011.47952552527
2057,104359.1616124858
2058,197097.1600537542
2059,127376.14664870268
2060,171930.497796938
2061,173698.60459892332
2062,124978.90455694834
2063,109571.53218985331
2064,134979.05070876246
2065,127375.10930803769
2066,170800.88759803594
2067,113822.68069111717
2068,137962.25006406612
2069,87562.3202319055
2070,120286.53246711059
2071,112810.61469235945
2072,134496.69900874546
2073,134317.0588093967
2074,203953.85517249617
2075,147950.6356163726
2076,115804.36456744063
2077,149844.7471601143
2078,114983.12244515962
2079,129001.69181316972
2080,111787.891718631
2081,126389.0414463896
2082,133106.59022241773
2083,145320.6667740492
2084,103472.65481497685
2085,110381.40452130366
2086,141260.51703710953
2087,122206.78754046264
2088,102016.49677117134
2089,73885.15289242817
2090,129728.03972700879
2091,96194.03833215902
2092,125626.03423328704
2093,136610.34688672575
2094,108163.73840545262
2095,133762.94797752675
2096,81966.4233972664
2097,98811.25945584157
2098,144791.79084107204
2099,56047.23011777851
2100,67982.88689556418
2101,106451.73855357638
2102,130914.06525111666
2103,93453.14353104396
2104,140704.47941931125
2105,126851.31135632817
2106,54691.54098484246
2107,220307.8776267691
2108,109895.25973011812
2109,108155.26512761519
2110,130152.30241644022
2111,135119.86245140407
2112,136302.8633119706
2113,113949.26014266367
2114,118534.38131745586
2115,158791.03707251576
2116,111957.67244719857
2117,142010.9882611859
2118,114293.35641428235
2119,113219.27831117377
2120,100698.52814698753
2121,96366.48629975073
2122,136304.55572855004
2123,80560.38043687465
2124,160902.94821129055
2125,134782.0194580245
2126,159396.95828627495
2127,174568.00521296522
2128,133290.18167119296
2129,86139.51528024494
2130,130157.1289220074
2131,148427.88966783936
2132,115521.72135596725
2133,129741.36926973997
2134,118719.27873209055
2135,84186.54799989602
2136,77936.80904817862
2137,114657.15967217578
2138,125594.75616324379
2139,143887.52267432804
2140,140248.37449476751
2141,158301.08061478296
2142,113221.8303721888
2143,154838.61886681066
2144,126421.05206456824
2145,134371.4328162718
2146,182144.178634106
2147,148803.64670286703
2148,132188.75585803663
2149,143375.68270029261
2150,222873.62230184505
2151,113492.10728674082
2152,172597.40316641214
2153,175097.99251318487
2154,115499.97091296632
2155,133740.26572130766
2156,262178.1863341792
2157,239306.02008724137
2158,225303.59416254054
2159,204332.30637204018
2160,179315.60517474468
2161,230728.4042111551
2162,420610.0322910879
2163,357246.0921277228
2164,245803.4771088988
2165,195713.5825180147
2166,153964.27330029453
2167,217871.5376043404
2168,184600.0610255575
2169,187726.27254366825
2170,213336.26603626602
2171,148189.49219502194
2172,126918.70641977782
2173,159210.19044687686
2174,223729.73009307205
2175,291414.64820038376
2176,310496.86615820153
2177,238674.19318883825
2178,209697.0332521221
2179,138318.16692055817
2180,236232.21842167474
2181,188705.45141341284
2182,211014.5468199376
2183,183644.02444674843
2184,120096.691386494
2185,136537.0456033579
2186,160003.70135962113
2187,144657.66006916104
2188,151408.94932126108
2189,245013.5270972154
2190,87007.60748691774
2191,84624.63415822836
2192,90305.9932152553
2193,127179.50620293975
2194,101572.32428386902
2195,105396.10610500157
2196,110857.00223746613
2197,119498.02845366424
